"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"10000","1","621111","58","0","2017","A","",1,24,2519446,0,0,2062,107210,"",0.85,0.33,0.42,0.00,0.00,1.28,1.28,"",0,0.0,7,41.2,796443,46.2,0,0.0,0,0.0,132,6.8,6841,6.8
"10000","1","622","55","0","2017","A","",2,1073,93267945,0,0,1671,86902,"",1.62,1.02,1.09,0.00,0.00,1.07,1.07,"",0,0.0,77,7.7,10886746,13.2,0,0.0,0,0.0,81,5.1,4211,5.1
"10000","1","6221","56","0","2017","A","",2,1073,93267945,0,0,1671,86902,"",1.65,1.04,1.11,0.00,0.00,1.07,1.07,"",0,0.0,77,7.7,10886746,13.2,0,0.0,0,0.0,81,5.1,4211,5.1
"10000","1","62211","57","0","2017","A","",2,1073,93267945,0,0,1671,86902,"",1.65,1.04,1.11,0.00,0.00,1.07,1.07,"",0,0.0,77,7.7,10886746,13.2,0,0.0,0,0.0,81,5.1,4211,5.1
"10000","1","622110","58","0","2017","A","",2,1073,93267945,0,0,1671,86902,"",1.65,1.04,1.11,0.00,0.00,1.07,1.07,"",0,0.0,77,7.7,10886746,13.2,0,0.0,0,0.0,81,5.1,4211,5.1
"10000","1","624","55","0","2017","A","",2,56,1568939,0,0,540,28100,"",1.85,1.16,0.96,0.00,0.00,0.83,0.83,"",0,0.0,-6,-9.7,-50858,-3.1,0,0.0,0,0.0,38,7.6,2009,7.7
"10000","1","6243","56","0","2017","A","",1,4,247020,0,0,1118,58122,"",4.88,0.61,0.60,0.00,0.00,0.93,0.93,"",0,0.0,0,0.0,27237,12.4,0,0.0,0,0.0,39,3.6,2007,3.6
"10000","1","62431","57","0","2017","A","",1,4,247020,0,0,1118,58122,"",4.88,0.61,0.60,0.00,0.00,0.93,0.93,"",0,0.0,0,0.0,27237,12.4,0,0.0,0,0.0,39,3.6,2007,3.6
"10000","1","624310","58","0","2017","A","",1,4,247020,0,0,1118,58122,"",4.88,0.61,0.60,0.00,0.00,0.93,0.93,"",0,0.0,0,0.0,27237,12.4,0,0.0,0,0.0,39,3.6,2007,3.6
"10000","1","6244","56","0","2017","A","",1,52,1321919,0,0,493,25627,"",2.46,1.54,1.43,0.00,0.00,0.94,0.94,"",0,0.0,-6,-10.3,-78095,-5.6,0,0.0,0,0.0,30,6.5,1558,6.5
"10000","1","62441","57","0","2017","A","",1,52,1321919,0,0,493,25627,"",2.46,1.54,1.43,0.00,0.00,0.94,0.94,"",0,0.0,-6,-10.3,-78095,-5.6,0,0.0,0,0.0,30,6.5,1558,6.5
"10000","1","624410","58","0","2017","A","",1,52,1321919,0,0,493,25627,"",2.46,1.54,1.43,0.00,0.00,0.94,0.94,"",0,0.0,-6,-10.3,-78095,-5.6,0,0.0,0,0.0,30,6.5,1558,6.5
"10000","1","71","54","0","2017","A","",5,51,1149987,0,0,430,22366,"",1.34,0.42,0.18,0.00,0.00,0.42,0.42,"",0,0.0,0,0.0,195685,20.5,0,0.0,0,0.0,72,20.1,3776,20.3
"10000","1","712","55","0","2017","A","",1,4,295611,0,0,1516,78830,"",0.54,0.06,0.06,0.00,0.00,1.15,1.15,"",0,0.0,1,33.3,108719,58.2,0,0.0,0,0.0,78,5.4,4073,5.4
"10000","1","7121","56","0","2017","A","",1,4,295611,0,0,1516,78830,"",0.54,0.06,0.06,0.00,0.00,1.15,1.15,"",0,0.0,1,33.3,108719,58.2,0,0.0,0,0.0,78,5.4,4073,5.4
"10000","1","71219","57","0","2017","A","",1,4,295611,0,0,1516,78830,"",0.61,0.08,0.09,0.00,0.00,1.25,1.25,"",0,0.0,1,33.3,108719,58.2,0,0.0,0,0.0,78,5.4,4073,5.4
"10000","1","712190","58","0","2017","A","",1,4,295611,0,0,1516,78830,"",0.61,0.08,0.09,0.00,0.00,1.25,1.25,"",0,0.0,1,33.3,108719,58.2,0,0.0,0,0.0,78,5.4,4073,5.4
"10000","1","713","55","0","2017","A","",4,48,854376,0,0,345,17924,"",2.13,1.04,0.67,0.00,0.00,0.66,0.65,"",0,0.0,-1,-2.0,86966,11.3,0,0.0,0,0.0,43,14.2,2209,14.1
"10000","1","7139","56","0","2017","A","",4,48,854376,0,0,345,17924,"",2.17,1.05,0.68,0.00,0.00,0.66,0.66,"",0,0.0,-1,-2.0,86966,11.3,0,0.0,0,0.0,43,14.2,2209,14.1
"10000","1","71391","57","0","2017","A","",1,22,370757,0,0,318,16539,"",3.71,3.90,2.85,0.00,0.00,0.72,0.72,"",0,0.0,1,4.8,20424,5.8,0,0.0,0,0.0,2,0.6,117,0.7
"10000","1","713910","58","0","2017","A","",1,22,370757,0,0,318,16539,"",3.71,3.90,2.85,0.00,0.00,0.72,0.72,"",0,0.0,1,4.8,20424,5.8,0,0.0,0,0.0,2,0.6,117,0.7
"10000","1","71394","57","0","2017","A","",1,7,148069,0,0,384,19964,"",1.79,0.43,0.31,0.00,0.00,0.69,0.69,"",0,0.0,-1,-12.5,8668,6.2,0,0.0,0,0.0,42,12.3,2168,12.2
"10000","1","713940","58","0","2017","A","",1,7,148069,0,0,384,19964,"",1.79,0.43,0.31,0.00,0.00,0.69,0.69,"",0,0.0,-1,-12.5,8668,6.2,0,0.0,0,0.0,42,12.3,2168,12.2
"10000","1","71395","57","0","2017","A","",1,14,237498,0,0,338,17592,"",3.05,3.57,2.95,0.00,0.00,0.86,0.86,"",0,0.0,0,0.0,75486,46.6,0,0.0,0,0.0,117,52.9,6088,52.9
"10000","1","713950","58","0","2017","A","",1,14,237498,0,0,338,17592,"",3.05,3.57,2.95,0.00,0.00,0.86,0.86,"",0,0.0,0,0.0,75486,46.6,0,0.0,0,0.0,117,52.9,6088,52.9
"10000","1","71399","57","0","2017","A","",1,4,98052,0,0,435,22627,"",1.56,0.20,0.17,0.00,0.00,0.79,0.79,"",0,0.0,-2,-33.3,-17612,-15.2,0,0.0,0,0.0,37,9.3,1911,9.2
"10000","1","713990","58","0","2017","A","",1,4,98052,0,0,435,22627,"",1.56,0.20,0.17,0.00,0.00,0.79,0.79,"",0,0.0,-2,-33.3,-17612,-15.2,0,0.0,0,0.0,37,9.3,1911,9.2
"10000","1","72","54","0","2017","A","",2,36,724502,0,0,389,20219,"",1.56,1.20,0.95,0.00,0.00,0.79,0.79,"",0,0.0,-5,-12.2,23202,3.3,0,0.0,0,0.0,59,17.9,3044,17.7
"10000","1","721","55","0","2017","A","",1,31,681136,0,0,426,22151,"",1.51,1.82,1.43,0.00,0.00,0.79,0.79,"",0,0.0,-4,-11.4,19236,2.9,0,0.0,0,0.0,61,16.7,3194,16.8
"10000","1","7211","56","0","2017","A","",1,31,681136,0,0,426,22151,"",2.50,2.42,1.89,0.00,0.00,0.79,0.79,"",0,0.0,-4,-11.4,19236,2.9,0,0.0,0,0.0,61,16.7,3194,16.8
"10000","1","72119","57","0","2017","A","",1,31,681136,0,0,426,22151,"",3.71,3.82,3.92,0.00,0.00,1.04,1.04,"",0,0.0,-4,-11.4,19236,2.9,0,0.0,0,0.0,61,16.7,3194,16.8
"10000","1","721199","58","0","2017","A","",1,31,681136,0,0,426,22151,"",3.75,3.89,4.01,0.00,0.00,1.04,1.04,"",0,0.0,-4,-11.4,19236,2.9,0,0.0,0,0.0,61,16.7,3194,16.8
"10000","1","722","55","0","2017","A","",1,5,43366,0,0,164,8531,"",1.62,0.38,0.15,0.00,0.00,0.38,0.38,"",0,0.0,-1,-16.7,3966,10.1,0,0.0,0,0.0,36,28.1,1872,28.1
"10000","1","7225","56","0","2017","A","",1,5,43366,0,0,164,8531,"",1.74,0.42,0.17,0.00,0.00,0.39,0.39,"",0,0.0,-1,-16.7,3966,10.1,0,0.0,0,0.0,36,28.1,1872,28.1
"10000","1","72251","57","0","2017","A","",1,5,43366,0,0,164,8531,"",1.74,0.42,0.17,0.00,0.00,0.39,0.39,"",0,0.0,-1,-16.7,3966,10.1,0,0.0,0,0.0,36,28.1,1872,28.1
"10000","1","722511","58","0","2017","A","",1,5,43366,0,0,164,8531,"",2.63,0.56,0.23,0.00,0.00,0.40,0.40,"",0,0.0,-1,-16.7,3966,10.1,0,0.0,0,0.0,36,28.1,1872,28.1
"10000","1","92","54","0","2017","A","",99,2350,180905391,0,0,1480,76978,"",1.26,0.50,0.42,0.00,0.00,0.84,0.84,"",1,1.0,-27,-1.1,5955164,3.4,0,0.0,0,0.0,65,4.6,3387,4.6
"10000","1","921","55","0","2017","A","",13,91,9302804,0,0,1957,101763,"",1.77,0.20,0.24,0.00,0.00,1.20,1.20,"",1,8.3,1,1.1,435846,4.9,0,0.0,0,0.0,61,3.2,3150,3.2
"10000","1","9211","56","0","2017","A","",13,91,9302804,0,0,1957,101763,"",1.77,0.20,0.24,0.00,0.00,1.20,1.20,"",1,8.3,1,1.1,435846,4.9,0,0.0,0,0.0,61,3.2,3150,3.2
"10000","1","92113","57","0","2017","A","",4,80,8062056,0,0,1940,100881,"",2.21,0.27,0.32,0.00,0.00,1.17,1.17,"",0,0.0,0,0.0,268599,3.4,0,0.0,0,0.0,69,3.7,3564,3.7
"10000","1","921130","58","0","2017","A","",4,80,8062056,0,0,1940,100881,"",2.21,0.27,0.32,0.00,0.00,1.17,1.17,"",0,0.0,0,0.0,268599,3.4,0,0.0,0,0.0,69,3.7,3564,3.7
"10000","1","92119","57","0","2017","A","",9,12,1240748,0,0,2075,107891,"",1.64,0.10,0.13,0.00,0.00,1.25,1.25,"",1,12.5,2,20.0,167247,15.6,0,0.0,0,0.0,-24,-1.1,-1279,-1.2
"10000","1","921190","58","0","2017","A","",9,12,1240748,0,0,2075,107891,"",1.64,0.10,0.13,0.00,0.00,1.25,1.25,"",1,12.5,2,20.0,167247,15.6,0,0.0,0,0.0,-24,-1.1,-1279,-1.2
"10000","1","922","55","0","2017","A","",22,395,41956233,0,0,2042,106196,"",1.95,0.50,0.52,0.00,0.00,1.03,1.03,"",0,0.0,-7,-1.7,696318,1.7,0,0.0,0,0.0,66,3.3,3453,3.4
"10000","1","9221","56","0","2017","A","",22,395,41956233,0,0,2042,106196,"",1.95,0.50,0.52,0.00,0.00,1.03,1.03,"",0,0.0,-7,-1.7,696318,1.7,0,0.0,0,0.0,66,3.3,3453,3.4
"10000","1","92211","57","0","2017","A","",5,185,17850906,0,0,1861,96753,"",2.49,1.80,1.87,0.00,0.00,1.04,1.04,"",0,0.0,-7,-3.6,-238413,-1.3,0,0.0,0,0.0,48,2.6,2497,2.6
