"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"37019","0","10","70","0","2017","A","",2812,31962,1216032556,525427882,5429605,732,38047,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",101,3.7,1068,3.5,75516711,6.6,35552896,7.3,-2333188,-30.1,22,3.1,1130,3.1
"37021","0","10","70","0","2017","A","",9200,129771,5428258569,2106919942,18587303,804,41830,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",209,2.3,2455,1.9,258047358,5.0,107086100,5.4,-11273511,-37.8,23,2.9,1221,3.0
"37023","0","10","70","0","2017","A","",1459,29545,1066897839,442680939,5309474,694,36110,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,158,0.5,26010459,2.5,16091883,3.8,-2552429,-32.5,13,1.9,690,1.9
"37025","0","10","70","0","2017","A","",4751,76290,3179102705,1178170748,12305940,801,41672,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",127,2.7,3531,4.9,230844945,7.8,101484306,9.4,-5206411,-29.7,22,2.8,1151,2.8
"37027","0","10","70","0","2017","A","",1370,24838,932245011,385718305,4062816,722,37533,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,0.4,735,3.0,77522198,9.1,27488531,7.7,-1972892,-32.7,40,5.9,2071,5.8
"37029","0","10","70","0","2017","A","",192,1313,45367245,16084623,175367,665,34561,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-4,-2.0,-54,-4.0,-3651317,-7.4,-718967,-4.3,-101312,-36.6,-25,-3.6,-1306,-3.6
"37031","0","10","70","0","2017","A","",2187,23510,782405530,338410979,3211847,640,33279,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",27,1.2,411,1.8,45470020,6.2,24410553,7.8,-1452087,-31.1,26,4.2,1375,4.3
"37033","0","10","70","0","2017","A","",282,2977,100015830,32957944,342517,646,33596,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,3.7,10,0.3,5739649,6.1,2529167,8.3,-139741,-29.0,35,5.7,1820,5.7
"37035","0","10","70","0","2017","A","",4397,87440,3680067114,1602873394,18848618,809,42087,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",30,0.7,1961,2.3,229803459,6.7,94595422,6.3,-8725108,-31.6,33,4.3,1723,4.3
"37037","0","10","70","0","2017","A","",1472,14717,547251728,233104487,2042866,715,37186,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",58,4.1,358,2.5,33668012,6.6,13193216,6.0,-1216389,-37.3,27,3.9,1418,4.0
"37039","0","10","70","0","2017","A","",713,7993,262749910,112340074,1279585,632,32874,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,0.7,33,0.4,15104989,6.1,6775238,6.4,-577805,-31.1,34,5.7,1762,5.7
"37041","0","10","70","0","2017","A","",380,4589,162378142,64302242,674203,681,35387,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-3,-0.8,50,1.1,7375953,4.8,3068912,5.0,-278585,-29.2,24,3.7,1239,3.6
"37043","0","10","70","0","2017","A","",255,1932,59907164,27000635,356716,596,31012,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",7,2.8,-81,-4.0,780674,1.3,644245,2.4,-147236,-29.2,31,5.5,1637,5.6
"37045","0","10","70","0","2017","A","",2000,34723,1361249224,541666339,6448129,754,39204,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-23,-1.1,489,1.4,56660636,4.3,33545449,6.6,-2741986,-29.8,21,2.9,1095,2.9
"37047","0","10","70","0","2017","A","",1083,15089,518185836,212324738,1831523,660,34342,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,0.4,-410,-2.6,-8141088,-1.5,-2148021,-1.0,-1330248,-42.1,7,1.1,383,1.1
"37049","0","10","70","0","2017","A","",2345,39303,1655267792,511356411,4460763,810,42116,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",34,1.5,-121,-0.3,34313978,2.1,14707688,3.0,-3375035,-43.1,19,2.4,1000,2.4
"37051","0","10","70","0","2017","A","",6205,118780,4965110800,1553957797,15877395,804,41801,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",25,0.4,-245,-0.2,147648794,3.1,45540071,3.0,-8088494,-33.8,26,3.3,1327,3.3
"37053","0","10","70","0","2017","A","",715,6728,229066002,103053822,1662742,655,34048,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,0.6,265,4.1,14141363,6.6,9948520,10.7,-336909,-16.8,15,2.3,793,2.4
"37055","0","10","70","0","2017","A","",1917,19266,630891312,304995365,6046836,630,32747,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",28,1.5,128,0.7,19425387,3.2,9165474,3.1,-1541236,-20.3,16,2.6,796,2.5
"37057","0","10","70","0","2017","A","",2842,43370,1698171926,731429856,7872322,753,39156,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",7,0.2,266,0.6,89870160,5.6,32697568,4.7,-3737737,-32.2,35,4.9,1844,4.9
"37059","0","10","70","0","2017","A","",897,12722,451164794,212699679,2489254,682,35462,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",26,3.0,411,3.3,33629476,8.1,16611493,8.5,-952313,-27.7,30,4.6,1546,4.6
"37061","0","10","70","0","2017","A","",1075,19345,661881683,324043265,3754234,658,34215,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,0.5,-845,-4.2,55806,0.0,1939446,0.6,-1992691,-34.7,28,4.4,1434,4.4
"37063","0","10","70","0","2017","A","",8336,199398,13364890395,3132531582,29206254,1289,67026,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",212,2.6,3741,1.9,574844076,4.5,162977829,5.5,-17509746,-37.5,32,2.5,1656,2.5
"37065","0","10","70","0","2017","A","",904,16509,585096419,234967598,2814198,682,35442,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-11,-1.2,-360,-2.1,5633799,1.0,3928775,1.7,-1608740,-36.4,21,3.2,1091,3.2
"37067","0","10","70","0","2017","A","",9177,183617,9564680167,2798821149,29636947,1002,52090,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-26,-0.3,1228,0.7,679831464,7.7,54491796,2.0,-16850901,-36.2,65,6.9,3376,6.9
"37069","0","10","70","0","2017","A","",1131,11875,494500066,196415792,1878551,801,41641,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",20,1.8,358,3.1,34137933,7.4,15942731,8.8,-927774,-33.1,32,4.2,1668,4.2
"37071","0","10","70","0","2017","A","",4308,72067,2860375103,1161591591,15653095,763,39691,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",69,1.6,1982,2.8,159070138,5.9,56674417,5.1,-6203788,-28.4,22,3.0,1148,3.0
"37073","0","10","70","0","2017","A","",161,1480,47542118,19563508,149907,618,32116,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,3.9,20,1.4,1135158,2.4,1303740,7.1,-43267,-22.4,7,1.1,336,1.1
"37075","0","10","70","0","2017","A","",188,2008,67419036,31099710,780793,646,33572,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-10,-5.1,80,4.1,5817222,9.4,1822744,6.2,-116703,-13.0,32,5.2,1619,5.1
"37077","0","10","70","0","2017","A","",938,21439,939810999,280105684,2691719,843,43837,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-24,-2.5,550,2.6,46267174,5.2,23061849,9.0,-1388667,-34.0,20,2.4,1061,2.5
"37079","0","10","70","0","2017","A","",333,4162,142894620,44958753,350263,660,34334,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",14,4.4,23,0.6,8947406,6.7,3421737,8.2,-222103,-38.8,38,6.1,1969,6.1
"37081","0","10","70","0","2017","A","",14257,279556,13281766877,4840577289,49789155,914,47510,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-19,-0.1,1374,0.5,594336593,4.7,188556285,4.1,-28415376,-36.3,37,4.2,1902,4.2
"37083","0","10","70","0","2017","A","",995,15618,523510234,205980146,1732592,645,33521,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-5,-0.5,-8,-0.1,8879587,1.7,4928445,2.5,-1256250,-42.0,12,1.9,587,1.8
"37085","0","10","70","0","2017","A","",1766,25312,871628269,378801132,3763834,662,34435,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",19,1.1,783,3.2,46789792,5.7,28690118,8.2,-1790314,-32.2,15,2.3,808,2.4
"37087","0","10","70","0","2017","A","",1501,17138,609193937,276120185,2485798,684,35547,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",21,1.4,67,0.4,16736929,2.8,11025571,4.2,-1412867,-36.2,17,2.5,841,2.4
"37089","0","10","70","0","2017","A","",3031,37504,1460881655,649538704,5820357,749,38953,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",65,2.2,617,1.7,78369363,5.7,36777013,6.0,-3367411,-36.7,28,3.9,1474,3.9
"37091","0","10","70","0","2017","A","",471,8976,326205530,118330996,1085357,699,36344,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-9,-1.9,-53,-0.6,8469645,2.7,1348884,1.2,-664871,-38.0,22,3.2,1151,3.3
"37093","0","10","70","0","2017","A","",502,8380,297651787,111017359,1579010,683,35520,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",26,5.5,142,1.7,16590694,5.9,10712642,10.7,-496416,-23.9,27,4.1,1401,4.1
"37095","0","10","70","0","2017","A","",213,1971,60653989,24599103,469607,592,30769,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,1.4,30,1.5,219196,0.4,970544,4.1,-118237,-20.1,-7,-1.2,-370,-1.2
"37097","0","10","70","0","2017","A","",5256,71761,3399918301,1364468897,14405906,911,47378,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",60,1.2,97,0.1,-1363993,0.0,47962301,3.6,-8180890,-36.2,-2,-0.2,-84,-0.2
"37099","0","10","70","0","2017","A","",1024,13370,485147620,173769150,2348608,698,36288,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,1.2,153,1.2,18345755,3.9,6386854,3.8,-925218,-28.3,19,2.8,969,2.7
"37101","0","10","70","0","2017","A","",3462,47247,1842505639,740668593,6431875,750,38997,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",100,3.0,880,1.9,87236246,5.0,39087341,5.6,-3953207,-38.1,22,3.0,1141,3.0
"37103","0","10","70","0","2017","A","",212,1627,55780613,18713423,192853,659,34290,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,1.9,14,0.9,2179514,4.1,1807209,10.7,-73712,-27.7,20,3.1,1056,3.2
"37105","0","10","70","0","2017","A","",1394,25967,1033363033,470691332,5590680,765,39795,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.1,345,1.3,50812122,5.2,20805098,4.6,-2935121,-34.4,28,3.8,1447,3.8
"37107","0","10","70","0","2017","A","",1333,28371,1041143947,449128863,5062623,706,36698,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-11,-0.8,650,2.3,63617945,6.5,30659065,7.3,-2231574,-30.6,28,4.1,1435,4.1
"37109","0","10","70","0","2017","A","",1768,22438,888015820,387158402,4513526,761,39576,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",26,1.5,99,0.4,40674642,4.8,17993338,4.9,-2161032,-32.4,32,4.4,1645,4.3
"37111","0","10","70","0","2017","A","",777,16058,582277379,277233804,3222972,697,36262,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",24,3.2,-62,-0.4,34763230,6.3,17250702,6.6,-1490419,-31.6,44,6.7,2297,6.8
"37113","0","10","70","0","2017","A","",1144,11004,367641630,179549207,2155707,643,33411,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,0.9,19,0.2,11122965,3.1,7184557,4.2,-861203,-28.5,19,3.0,957,2.9
"37115","0","10","70","0","2017","A","",395,3723,124135169,54319309,477773,641,33342,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,2.6,2,0.1,4804215,4.0,2750003,5.3,-230195,-32.5,24,3.9,1276,4.0
"37117","0","10","70","0","2017","A","",491,6930,215980626,97277086,763478,599,31168,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-12,-2.4,-169,-2.4,3463029,1.6,1362391,1.4,-619978,-44.8,23,4.0,1231,4.1
"37119","0","10","70","0","2017","A","",37471,680310,44000680673,13779116518,145496752,1244,64677,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",509,1.4,18383,2.8,2335561898,5.6,717425159,5.5,-76283049,-34.4,34,2.8,1732,2.8
"37121","0","10","70","0","2017","A","",385,4673,166211806,75047298,963465,684,35569,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-63,-1.3,7639773,4.8,3064381,4.3,-414064,-30.1,40,6.2,2088,6.2
"37123","0","10","70","0","2017","A","",502,9381,333941353,156088125,1590404,685,35597,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-0.2,48,0.5,16992416,5.4,8923868,6.1,-992566,-38.4,32,4.9,1636,4.8
"37125","0","10","70","0","2017","A","",2558,34698,1347170886,487170209,4337507,747,38825,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,0.5,286,0.8,56289284,4.4,21041098,4.5,-2410386,-35.7,26,3.6,1313,3.5
"37127","0","10","70","0","2017","A","",2145,39811,1551795200,676200891,7227878,750,38979,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-23,-1.1,-471,-1.2,14632738,1.0,11137964,1.7,-4220197,-36.9,16,2.2,819,2.1
"37129","0","10","70","0","2017","A","",8085,111237,4963581995,1797750110,18075265,858,44622,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",185,2.3,1898,1.7,301927471,6.5,99791404,5.9,-10025854,-35.7,38,4.6,1987,4.7
"37131","0","10","70","0","2017","A","",313,5310,188135333,90038920,1031720,681,35433,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-16,-4.9,-45,-0.8,2066612,1.1,2631938,3.0,-519588,-33.5,13,1.9,685,2.0
"37133","0","10","70","0","2017","A","",3079,48569,1645631495,606990064,5447634,652,33882,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",19,0.6,656,1.4,56510231,3.6,29774616,5.2,-2703642,-33.2,14,2.2,715,2.2
"37135","0","10","70","0","2017","A","",3969,70693,3841749866,699782886,5784195,1045,54344,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-61,-1.5,399,0.6,110242500,3.0,19831244,2.9,-3547060,-38.0,24,2.4,1259,2.4
"37137","0","10","70","0","2017","A","",289,3337,98750334,37525325,307621,569,29594,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,1.4,-39,-1.2,2844643,3.0,1213374,3.3,-201997,-39.6,23,4.2,1182,4.2
"37139","0","10","70","0","2017","A","",992,15856,576548382,202574828,2086790,699,36361,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",16,1.6,83,0.5,15536214,2.8,8699867,4.5,-893841,-30.0,15,2.2,793,2.2
"37141","0","10","70","0","2017","A","",1208,11635,396845591,171171085,1621716,656,34108,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",36,3.1,265,2.3,17815555,4.7,10376986,6.5,-811161,-33.3,15,2.3,771,2.3
"37143","0","10","70","0","2017","A","",250,2052,68123449,27483211,237420,638,33201,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,2,0.1,2530502,3.9,1338503,5.1,-141557,-37.4,23,3.7,1197,3.7
"37145","0","10","70","0","2017","A","",715,9864,392264876,162071951,1929858,765,39766,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-20,-2.7,-277,-2.7,7868834,2.0,4942394,3.1,-921075,-32.3,36,4.9,1859,4.9
"37147","0","10","70","0","2017","A","",3790,75841,3338436511,947504637,10360131,847,44019,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",43,1.1,889,1.2,125672541,3.9,38978323,4.3,-4928977,-32.2,23,2.8,1155,2.7
"37149","0","10","70","0","2017","A","",566,5017,157181858,71338524,665598,603,31332,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-0.4,-65,-1.3,5424411,3.6,1504069,2.2,-393003,-37.1,29,5.1,1472,4.9
"37151","0","10","70","0","2017","A","",2535,44777,1587306656,789555476,7435299,682,35449,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-38,-1.5,-23,-0.1,39527826,2.6,27163287,3.6,-4753189,-39.0,18,2.7,900,2.6
"37153","0","10","70","0","2017","A","",874,13487,462265830,182182831,2088066,659,34276,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",20,2.3,-5,0.0,10226022,2.3,3632536,2.0,-1049748,-33.5,15,2.3,771,2.3
"37155","0","10","70","0","2017","A","",1996,38656,1286933669,505945479,5056912,640,33292,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,0.1,73,0.2,38672415,3.1,17464598,3.6,-2950763,-36.8,18,2.9,940,2.9
"37157","0","10","70","0","2017","A","",1653,25590,896570226,400039236,5319234,674,35036,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-0.1,-933,-3.5,-22298960,-2.4,-2412014,-0.6,-2708832,-33.7,8,1.2,391,1.1
"37159","0","10","70","0","2017","A","",2745,47819,2034950945,822485377,10445868,818,42555,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",20,0.7,748,1.6,67397783,3.4,26572063,3.3,-4337144,-29.3,14,1.7,755,1.8
"37161","0","10","70","0","2017","A","",1294,17965,611555972,277099208,3758022,655,34042,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-6,-0.5,-176,-1.0,5575036,0.9,3208621,1.2,-1819158,-32.6,13,2.0,639,1.9
"37163","0","10","70","0","2017","A","",1146,18313,673499737,297254713,2614946,707,36776,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,0.2,-95,-0.5,21909815,3.4,11727768,4.1,-1133523,-30.2,26,3.8,1380,3.9
"37165","0","10","70","0","2017","A","",622,11721,422797644,155328025,1990776,694,36072,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-4,-0.6,-15,-0.1,10933759,2.7,2123991,1.4,-859098,-30.1,19,2.8,977,2.8
"37167","0","10","70","0","2017","A","",1366,19228,667039014,271904373,2507547,667,34691,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",9,0.7,168,0.9,25784493,4.0,17202877,6.8,-1520885,-37.8,20,3.1,1047,3.1
"37169","0","10","70","0","2017","A","",697,7365,227269889,101566702,916151,593,30859,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",8,1.2,349,5.0,14100374,6.6,11285864,12.5,-298012,-24.5,9,1.5,475,1.6
"37171","0","10","70","0","2017","A","",1791,28536,1005283741,455382585,4898279,677,35228,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-7,-0.4,61,0.2,46090433,4.8,19247872,4.4,-2538123,-34.1,29,4.5,1543,4.6
"37173","0","10","70","0","2017","A","",429,9891,360399401,76213130,1233645,701,36439,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,1.2,-441,-4.3,7909390,2.2,3102512,4.2,-388587,-24.0,45,6.9,2322,6.8
"37175","0","10","70","0","2017","A","",901,8974,308699901,138952519,1393804,662,34400,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,1.2,147,1.7,16020080,5.5,9777723,7.6,-594828,-29.9,24,3.8,1244,3.8
"37177","0","10","70","0","2017","A","",96,1188,37357546,13948763,177673,605,31448,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-1.0,49,4.3,2436278,7.0,1745486,14.3,-46553,-20.8,15,2.5,793,2.6
"37179","0","10","70","0","2017","A","",5403,63179,2729350344,1131141571,11730830,831,43200,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",148,2.8,1791,2.9,173248880,6.8,72346191,6.8,-5891870,-33.4,30,3.7,1561,3.7
"37181","0","10","70","0","2017","A","",835,14857,511725265,237517361,2115696,662,34443,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-27,-3.1,-182,-1.2,4751338,0.9,3736756,1.6,-1402747,-39.9,14,2.2,732,2.2
"37183","0","10","70","0","2017","A","",34200,544214,30468243381,9612706690,96681439,1077,55986,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",838,2.5,13667,2.6,1684394284,5.9,494090149,5.4,-51383156,-34.7,34,3.3,1733,3.2
"37185","0","10","70","0","2017","A","",295,3185,97761571,32204715,278360,590,30699,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-11,-3.6,-237,-6.9,-4387544,-4.3,-3064812,-8.7,-217220,-43.8,16,2.8,847,2.8
"37187","0","10","70","0","2017","A","",249,3403,136192964,48454360,654827,770,40020,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-4,-1.6,-62,-1.8,1083325,0.8,963621,2.0,-395528,-37.7,20,2.7,1025,2.6
"37189","0","10","70","0","2017","A","",1702,23208,820366919,274845654,2659318,680,35348,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",16,0.9,473,2.1,36191946,4.6,15171116,5.8,-1242991,-31.9,17,2.6,856,2.5
"37191","0","10","70","0","2017","A","",2278,42176,1532670317,627694609,5244348,699,36340,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-5,-0.2,26,0.1,34869483,2.3,18781445,3.1,-3200099,-37.9,16,2.3,805,2.3
"37193","0","10","70","0","2017","A","",1318,22371,795186819,339320792,3105857,684,35546,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",28,2.2,545,2.5,44448324,5.9,28218923,9.1,-1739135,-35.9,23,3.5,1149,3.3
"37195","0","10","70","0","2017","A","",1903,36608,1550573660,618566214,6072342,815,42356,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",34,1.8,-552,-1.5,31119093,2.0,8053558,1.3,-4021814,-39.8,29,3.7,1467,3.6
"37197","0","10","70","0","2017","A","",672,9862,338645452,163543902,1660795,660,34340,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,0.6,-259,-2.6,9536073,2.9,1745904,1.1,-1234212,-42.6,35,5.6,1823,5.6
"37199","0","10","70","0","2017","A","",363,3695,117754041,49122811,748679,613,31867,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,3.1,-35,-0.9,1904348,1.6,1014951,2.1,-247690,-24.9,16,2.7,804,2.6
"37999","0","10","70","0","2017","A","",17518,111934,9178317375,3029805485,42277435,1577,81998,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1307,8.1,10957,10.9,979829534,12.0,332717772,12.3,-12826191,-23.3,16,1.0,807,1.0
